订单ID,商品ID,购买数量,单价,小计金额,是否退换货,退换货原因
ORD00000333,PRD000160,3,4855.63,14566.89,True,质量问题
ORD00000334,PRD000192,2,108.65,217.3,True,尺寸不合适
ORD00000334,PRD000030,5,87.8,439.0,False,不喜欢
ORD00000334,PRD000130,1,323.79,323.79,True,质量问题
ORD00000334,PRD000147,2,99.28,198.56,True,尺寸不合适
ORD00000335,PRD000108,4,135.38,541.52,False,不喜欢
ORD00000335,PRD000101,3,6.0,18.0,True,质量问题
ORD00000336,PRD000189,4,23.62,94.48,True,尺寸不合适
ORD00000336,PRD000093,3,91.32,273.96,False,不喜欢
ORD00000336,PRD000107,3,66.62,199.86,True,质量问题
ORD00000337,PRD000086,2,56.88,113.76,False,尺寸不合适
ORD00000338,PRD000059,1,483.38,483.38,True,质量问题
ORD00000339,PRD000091,4,26.02,104.08,False,尺寸不合适
ORD00000339,PRD000070,3,176.38,529.14,True,尺寸不合适
ORD00000339,PRD000198,1,2366.1,2366.1,False,不喜欢
ORD00000340,PRD000130,4,323.79,1295.16,False,尺寸不合适
ORD00000340,PRD000192,2,108.65,217.3,False,不喜欢
ORD00000341,PRD000047,5,1342.8,6714.0,False,不喜欢
ORD00000341,PRD000172,4,56.68,226.72,True,不喜欢
ORD00000341,PRD000143,3,55.16,165.48,True,质量问题
ORD00000341,PRD000142,3,201.28,603.84,True,不喜欢
ORD00000342,PRD000045,5,54.02,270.1,False,不喜欢
ORD00000342,PRD000140,2,175.78,351.56,True,尺寸不合适
ORD00000342,PRD000169,1,150.15,150.15,False,质量问题
ORD00000342,PRD000014,1,137.73,137.73,False,尺寸不合适
ORD00000342,PRD000069,3,119.35,358.04999999999995,True,质量问题
ORD00000343,PRD000167,1,130.0,130.0,True,不喜欢
ORD00000344,PRD000082,3,83.92,251.76,True,质量问题
ORD00000345,PRD000152,5,3967.02,19835.1,True,质量问题
ORD00000345,PRD000192,2,108.65,217.3,True,尺寸不合适
ORD00000345,PRD000094,3,10.95,32.849999999999994,True,质量问题
ORD00000346,PRD000008,1,29.07,29.07,False,不喜欢
ORD00000346,PRD000145,4,54.19,216.76,False,不喜欢
ORD00000346,PRD000132,4,22.12,88.48,True,尺寸不合适
ORD00000346,PRD000189,5,23.62,118.10000000000001,False,不喜欢
ORD00000347,PRD000023,5,58.3,291.5,False,质量问题
ORD00000347,PRD000080,5,2304.29,11521.45,True,尺寸不合适
ORD00000347,PRD000110,3,311.48,934.44,False,尺寸不合适
ORD00000347,PRD000191,1,123.53,123.53,True,尺寸不合适
ORD00000348,PRD000133,2,3880.46,7760.92,False,尺寸不合适
ORD00000348,PRD000034,5,266.68,1333.4,False,不喜欢
ORD00000348,PRD000161,5,124.59,622.95,False,尺寸不合适
ORD00000348,PRD000065,3,91.85,275.54999999999995,False,尺寸不合适
ORD00000349,PRD000116,1,138.88,138.88,False,尺寸不合适
ORD00000349,PRD000009,4,66.5,266.0,False,尺寸不合适
ORD00000349,PRD000018,4,115.8,463.2,False,不喜欢
ORD00000350,PRD000079,2,42.88,85.76,False,不喜欢
ORD00000351,PRD000143,3,55.16,165.48,False,尺寸不合适
ORD00000351,PRD000197,2,4589.2,9178.4,False,不喜欢
ORD00000352,PRD000022,4,150.94,603.76,False,质量问题
ORD00000352,PRD000157,5,93.78,468.9,True,尺寸不合适
ORD00000352,PRD000186,4,35.24,140.96,False,尺寸不合适
ORD00000352,PRD000054,4,135.25,541.0,False,质量问题
ORD00000352,PRD000049,4,98.52,394.08,False,不喜欢
ORD00000353,PRD000195,4,60.01,240.04,True,尺寸不合适
ORD00000353,PRD000072,1,153.44,153.44,True,尺寸不合适
ORD00000354,PRD000178,1,73.66,73.66,True,尺寸不合适
ORD00000354,PRD000015,3,1052.2,3156.6000000000004,False,尺寸不合适
ORD00000354,PRD000171,1,74.82,74.82,False,不喜欢
ORD00000355,PRD000071,1,2676.1,2676.1,False,不喜欢
ORD00000355,PRD000024,2,85.85,171.7,False,质量问题
ORD00000355,PRD000157,1,93.78,93.78,False,质量问题
ORD00000355,PRD000145,2,54.19,108.38,False,质量问题
ORD00000356,PRD000039,1,150.35,150.35,True,不喜欢
ORD00000356,PRD000025,1,45.71,45.71,True,尺寸不合适
ORD00000356,PRD000177,4,223.96,895.84,False,尺寸不合适
ORD00000357,PRD000102,3,1240.77,3722.31,False,不喜欢
ORD00000357,PRD000146,3,190.35,571.05,False,尺寸不合适
ORD00000357,PRD000072,4,153.44,613.76,False,质量问题
ORD00000358,PRD000156,3,90.81,272.43,False,尺寸不合适
ORD00000358,PRD000190,4,49.42,197.68,False,尺寸不合适
ORD00000358,PRD000040,3,11.49,34.47,False,质量问题
ORD00000358,PRD000031,3,139.58,418.74,False,质量问题
ORD00000358,PRD000065,2,91.85,183.7,False,尺寸不合适
ORD00000359,PRD000155,1,26.78,26.78,False,质量问题
ORD00000359,PRD000189,1,23.62,23.62,False,不喜欢
ORD00000360,PRD000085,2,206.31,412.62,False,尺寸不合适
ORD00000360,PRD000151,1,68.96,68.96,False,不喜欢
ORD00000360,PRD000189,3,23.62,70.86,False,尺寸不合适
ORD00000360,PRD000117,5,2753.87,13769.349999999999,False,不喜欢
ORD00000361,PRD000107,1,66.62,66.62,True,其他
ORD00000361,PRD000173,5,4433.55,22167.75,False,不喜欢
ORD00000361,PRD000170,2,3470.53,6941.06,True,尺寸不合适
ORD00000362,PRD000080,1,2304.29,2304.29,False,尺寸不合适
ORD00000362,PRD000106,1,139.63,139.63,False,不喜欢
ORD00000362,PRD000079,5,42.88,214.4,False,尺寸不合适
ORD00000363,PRD000148,2,60.34,120.68,False,质量问题
ORD00000363,PRD000016,3,33.17,99.51,False,尺寸不合适
ORD00000363,PRD000122,1,114.65,114.65,False,尺寸不合适
ORD00000364,PRD000023,2,58.3,116.6,True,尺寸不合适
ORD00000365,PRD000037,1,89.07,89.07,False,质量问题
ORD00000365,PRD000085,4,206.31,825.24,True,质量问题
ORD00000365,PRD000107,2,66.62,133.24,True,尺寸不合适
ORD00000365,PRD000037,4,89.07,356.28,False,质量问题
ORD00000366,PRD000058,4,56.98,227.92,True,尺寸不合适
ORD00000366,PRD000034,3,266.68,800.04,False,尺寸不合适
ORD00000366,PRD000131,3,212.0,636.0,True,质量问题
ORD00000366,PRD000055,2,65.12,130.24,True,质量问题
ORD00000367,PRD000004,3,43.92,131.76,True,质量问题
ORD00000368,PRD000192,4,108.65,434.6,False,质量问题
ORD00000369,PRD000125,5,68.29,341.45000000000005,False,其他
ORD00000369,PRD000009,3,66.5,199.5,False,尺寸不合适
ORD00000370,PRD000192,4,108.65,434.6,False,尺寸不合适
ORD00000370,PRD000184,4,116.72,466.88,False,质量问题
ORD00000370,PRD000043,4,145.82,583.28,False,不喜欢
ORD00000370,PRD000100,4,17.25,69.0,False,尺寸不合适
ORD00000371,PRD000199,5,179.9,899.5,True,质量问题
ORD00000371,PRD000078,1,2165.45,2165.45,True,质量问题
ORD00000372,PRD000106,2,139.63,279.26,True,尺寸不合适
ORD00000372,PRD000068,3,864.38,2593.14,True,质量问题
ORD00000372,PRD000101,4,6.0,24.0,False,尺寸不合适
ORD00000373,PRD000153,1,105.85,105.85,False,不喜欢
ORD00000373,PRD000082,5,83.92,419.6,False,尺寸不合适
ORD00000373,PRD000100,3,17.25,51.75,True,不喜欢
ORD00000373,PRD000059,4,483.38,1933.52,False,尺寸不合适
ORD00000373,PRD000064,4,144.21,576.84,True,质量问题
ORD00000374,PRD000001,5,22.36,111.8,False,质量问题
ORD00000374,PRD000059,1,483.38,483.38,False,尺寸不合适
ORD00000374,PRD000151,4,68.96,275.84,True,不喜欢
ORD00000374,PRD000034,2,266.68,533.36,False,其他
ORD00000374,PRD000133,3,3880.46,11641.380000000001,False,质量问题
ORD00000375,PRD000004,3,43.92,131.76,True,不喜欢
ORD00000376,PRD000100,4,17.25,69.0,True,尺寸不合适
ORD00000376,PRD000182,4,64.72,258.88,True,质量问题
ORD00000376,PRD000092,4,25.93,103.72,True,尺寸不合适
ORD00000376,PRD000183,3,64.11,192.32999999999998,False,不喜欢
ORD00000377,PRD000021,3,53.83,161.49,True,质量问题
ORD00000377,PRD000014,5,137.73,688.65,True,尺寸不合适
ORD00000377,PRD000063,4,166.02,664.08,True,质量问题
ORD00000377,PRD000200,2,20.26,40.52,False,尺寸不合适
ORD00000377,PRD000090,1,2271.49,2271.49,True,尺寸不合适
ORD00000378,PRD000042,2,84.48,168.96,False,不喜欢
ORD00000379,PRD000027,5,48.45,242.25,True,尺寸不合适
ORD00000379,PRD000007,2,224.61,449.22,True,质量问题
ORD00000380,PRD000174,2,72.1,144.2,False,质量问题
ORD00000380,PRD000008,3,29.07,87.21000000000001,True,尺寸不合适
ORD00000380,PRD000109,4,920.07,3680.28,False,质量问题
ORD00000380,PRD000129,4,182.45,729.8,False,尺寸不合适
ORD00000380,PRD000116,3,138.88,416.64,False,不喜欢
ORD00000381,PRD000165,4,133.14,532.56,False,质量问题
ORD00000381,PRD000179,5,92.1,460.5,True,质量问题
ORD00000382,PRD000119,1,142.98,142.98,True,不喜欢
ORD00000382,PRD000146,2,190.35,380.7,False,尺寸不合适
ORD00000382,PRD000093,5,91.32,456.59999999999997,True,尺寸不合适
ORD00000383,PRD000121,4,140.94,563.76,True,尺寸不合适
ORD00000383,PRD000020,5,104.7,523.5,False,尺寸不合适
ORD00000383,PRD000046,1,35.95,35.95,True,质量问题
ORD00000383,PRD000056,2,3309.59,6619.18,False,尺寸不合适
ORD00000384,PRD000029,4,19.29,77.16,True,质量问题
ORD00000384,PRD000003,1,194.89,194.89,True,尺寸不合适
ORD00000385,PRD000148,4,60.34,241.36,False,尺寸不合适
ORD00000385,PRD000014,1,137.73,137.73,False,质量问题
ORD00000386,PRD000186,3,35.24,105.72,False,尺寸不合适
ORD00000386,PRD000113,5,80.97,404.85,False,质量问题
ORD00000386,PRD000013,2,22.73,45.46,False,其他
ORD00000386,PRD000013,5,22.73,113.65,False,不喜欢
ORD00000387,PRD000100,4,17.25,69.0,False,尺寸不合适
ORD00000387,PRD000045,2,54.02,108.04,True,不喜欢
ORD00000388,PRD000122,2,114.65,229.3,False,质量问题
ORD00000388,PRD000186,3,35.24,105.72,False,质量问题
ORD00000388,PRD000044,4,44.1,176.4,False,质量问题
ORD00000388,PRD000174,5,72.1,360.5,False,质量问题
ORD00000388,PRD000051,5,278.75,1393.75,False,不喜欢
ORD00000389,PRD000031,1,139.58,139.58,True,尺寸不合适
ORD00000389,PRD000110,1,311.48,311.48,True,质量问题
ORD00000389,PRD000150,5,91.04,455.20000000000005,True,质量问题
ORD00000389,PRD000051,2,278.75,557.5,False,质量问题
ORD00000390,PRD000085,3,206.31,618.9300000000001,False,尺寸不合适
ORD00000390,PRD000102,4,1240.77,4963.08,False,尺寸不合适
ORD00000390,PRD000112,4,103.79,415.16,False,不喜欢
ORD00000391,PRD000060,2,2837.29,5674.58,True,尺寸不合适
ORD00000391,PRD000090,3,2271.49,6814.469999999999,False,质量问题
ORD00000391,PRD000103,3,299.45,898.3499999999999,True,尺寸不合适
ORD00000391,PRD000021,5,53.83,269.15,True,尺寸不合适
ORD00000392,PRD000189,3,23.62,70.86,False,尺寸不合适
ORD00000392,PRD000049,4,98.52,394.08,False,不喜欢
ORD00000392,PRD000050,1,131.15,131.15,False,尺寸不合适
ORD00000392,PRD000012,2,4791.22,9582.44,False,尺寸不合适
ORD00000393,PRD000088,3,94.31,282.93,True,质量问题
ORD00000393,PRD000156,5,90.81,454.05,False,其他
ORD00000393,PRD000014,3,137.73,413.18999999999994,False,尺寸不合适
ORD00000393,PRD000122,5,114.65,573.25,False,尺寸不合适
ORD00000393,PRD000038,4,25.35,101.4,True,尺寸不合适
ORD00000394,PRD000062,2,156.35,312.7,False,尺寸不合适
ORD00000395,PRD000136,4,75.12,300.48,True,质量问题
ORD00000396,PRD000145,1,54.19,54.19,False,尺寸不合适
ORD00000396,PRD000134,3,47.85,143.55,False,尺寸不合适
ORD00000396,PRD000124,3,76.91,230.73,False,其他
ORD00000396,PRD000072,4,153.44,613.76,False,不喜欢
ORD00000396,PRD000132,1,22.12,22.12,False,尺寸不合适
ORD00000397,PRD000142,3,201.28,603.84,False,不喜欢
ORD00000397,PRD000103,5,299.45,1497.25,False,尺寸不合适
ORD00000397,PRD000159,4,87.69,350.76,False,质量问题
ORD00000397,PRD000152,2,3967.02,7934.04,True,质量问题
ORD00000398,PRD000184,3,116.72,350.15999999999997,False,尺寸不合适
ORD00000398,PRD000164,3,149.61,448.83000000000004,False,不喜欢
ORD00000398,PRD000167,1,130.0,130.0,False,尺寸不合适
ORD00000399,PRD000044,2,44.1,88.2,False,不喜欢
ORD00000399,PRD000058,2,56.98,113.96,True,尺寸不合适
ORD00000399,PRD000166,3,61.79,185.37,False,质量问题
ORD00000400,PRD000111,1,274.96,274.96,True,尺寸不合适
ORD00000400,PRD000122,1,114.65,114.65,False,质量问题
ORD00000401,PRD000124,1,76.91,76.91,True,尺寸不合适
ORD00000401,PRD000051,2,278.75,557.5,True,尺寸不合适
ORD00000401,PRD000135,2,1324.3,2648.6,False,不喜欢
ORD00000401,PRD000046,5,35.95,179.75,True,质量问题
ORD00000401,PRD000027,4,48.45,193.8,True,质量问题
ORD00000402,PRD000194,2,41.47,82.94,False,质量问题
ORD00000402,PRD000134,2,47.85,95.7,False,其他
ORD00000402,PRD000200,3,20.26,60.78,True,质量问题
ORD00000403,PRD000122,1,114.65,114.65,True,尺寸不合适
ORD00000403,PRD000096,2,81.71,163.42,False,质量问题
ORD00000403,PRD000109,1,920.07,920.07,False,不喜欢
ORD00000403,PRD000176,5,26.1,130.5,True,尺寸不合适
ORD00000404,PRD000120,5,59.83,299.15,True,尺寸不合适
ORD00000404,PRD000132,4,22.12,88.48,True,其他
ORD00000404,PRD000026,3,121.65,364.95000000000005,False,不喜欢
ORD00000404,PRD000023,5,58.3,291.5,False,尺寸不合适
ORD00000405,PRD000068,4,864.38,3457.52,False,不喜欢
ORD00000405,PRD000181,5,117.31,586.55,False,尺寸不合适
ORD00000405,PRD000022,1,150.94,150.94,False,尺寸不合适
ORD00000405,PRD000137,3,66.82,200.45999999999998,False,尺寸不合适
ORD00000405,PRD000061,3,415.92,1247.76,False,不喜欢
ORD00000406,PRD000124,2,76.91,153.82,False,不喜欢
ORD00000406,PRD000143,2,55.16,110.32,False,不喜欢
ORD00000407,PRD000066,4,1170.97,4683.88,True,尺寸不合适
ORD00000408,PRD000152,2,3967.02,7934.04,True,尺寸不合适
ORD00000408,PRD000110,2,311.48,622.96,False,尺寸不合适
ORD00000408,PRD000063,3,166.02,498.06000000000006,False,质量问题
ORD00000409,PRD000085,3,206.31,618.9300000000001,False,不喜欢
ORD00000409,PRD000099,4,44.44,177.76,False,不喜欢
ORD00000409,PRD000126,1,115.7,115.7,False,尺寸不合适
ORD00000409,PRD000066,4,1170.97,4683.88,False,质量问题
ORD00000409,PRD000013,5,22.73,113.65,False,不喜欢
ORD00000410,PRD000159,1,87.69,87.69,False,质量问题
ORD00000410,PRD000108,2,135.38,270.76,True,不喜欢
ORD00000410,PRD000118,4,3902.48,15609.92,False,不喜欢
ORD00000411,PRD000010,4,236.62,946.48,False,尺寸不合适
ORD00000411,PRD000088,1,94.31,94.31,False,尺寸不合适
ORD00000411,PRD000184,3,116.72,350.15999999999997,False,不喜欢
ORD00000412,PRD000095,3,190.45,571.3499999999999,True,质量问题
ORD00000412,PRD000035,1,311.41,311.41,False,质量问题
ORD00000412,PRD000046,2,35.95,71.9,False,质量问题
ORD00000413,PRD000004,4,43.92,175.68,False,质量问题
ORD00000413,PRD000048,4,233.84,935.36,False,尺寸不合适
ORD00000413,PRD000052,4,52.45,209.8,False,尺寸不合适
ORD00000413,PRD000114,1,16.28,16.28,False,尺寸不合适
ORD00000413,PRD000161,2,124.59,249.18,False,不喜欢
ORD00000414,PRD000118,4,3902.48,15609.92,True,不喜欢
ORD00000414,PRD000149,3,18.73,56.19,False,质量问题
ORD00000414,PRD000155,5,26.78,133.9,True,质量问题
ORD00000415,PRD000078,2,2165.45,4330.9,False,尺寸不合适
ORD00000415,PRD000193,3,36.48,109.44,True,尺寸不合适
ORD00000416,PRD000037,5,89.07,445.34999999999997,True,尺寸不合适
ORD00000416,PRD000067,4,50.53,202.12,False,质量问题
ORD00000416,PRD000158,3,286.26,858.78,False,不喜欢
ORD00000417,PRD000123,3,33.53,100.59,True,尺寸不合适
ORD00000417,PRD000041,4,31.99,127.96,False,质量问题
ORD00000417,PRD000029,4,19.29,77.16,True,质量问题
ORD00000418,PRD000019,4,85.61,342.44,False,不喜欢
ORD00000419,PRD000176,3,26.1,78.30000000000001,False,其他
ORD00000419,PRD000026,1,121.65,121.65,False,尺寸不合适
ORD00000419,PRD000070,5,176.38,881.9,False,不喜欢
ORD00000420,PRD000162,5,149.44,747.2,False,质量问题
ORD00000420,PRD000056,1,3309.59,3309.59,False,尺寸不合适
ORD00000420,PRD000017,3,1849.98,5549.9400000000005,False,质量问题
ORD00000421,PRD000122,2,114.65,229.3,False,尺寸不合适
ORD00000421,PRD000001,5,22.36,111.8,True,质量问题
ORD00000421,PRD000054,1,135.25,135.25,False,质量问题
ORD00000421,PRD000140,1,175.78,175.78,False,尺寸不合适
ORD00000421,PRD000180,3,1616.64,4849.92,True,不喜欢
ORD00000422,PRD000197,3,4589.2,13767.599999999999,False,质量问题
ORD00000423,PRD000057,2,232.45,464.9,False,不喜欢
ORD00000423,PRD000003,4,194.89,779.56,False,不喜欢
ORD00000423,PRD000106,3,139.63,418.89,False,尺寸不合适
ORD00000424,PRD000103,1,299.45,299.45,False,不喜欢
ORD00000424,PRD000135,5,1324.3,6621.5,False,不喜欢
ORD00000425,PRD000200,4,20.26,81.04,False,不喜欢
ORD00000426,PRD000067,1,50.53,50.53,False,质量问题
ORD00000426,PRD000004,2,43.92,87.84,False,尺寸不合适
ORD00000426,PRD000093,3,91.32,273.96,True,质量问题
ORD00000427,PRD000193,4,36.48,145.92,False,质量问题
ORD00000428,PRD000073,5,69.33,346.65,False,质量问题
ORD00000428,PRD000043,1,145.82,145.82,False,不喜欢
ORD00000429,PRD000053,5,285.0,1425.0,False,质量问题
ORD00000429,PRD000052,2,52.45,104.9,False,尺寸不合适
ORD00000430,PRD000168,1,111.88,111.88,False,尺寸不合适
ORD00000431,PRD000020,2,104.7,209.4,True,不喜欢
ORD00000431,PRD000050,2,131.15,262.3,False,不喜欢
ORD00000431,PRD000195,5,60.01,300.05,False,不喜欢
ORD00000431,PRD000115,4,81.24,324.96,False,质量问题
ORD00000432,PRD000095,2,190.45,380.9,True,质量问题
ORD00000432,PRD000057,2,232.45,464.9,False,不喜欢
ORD00000432,PRD000156,5,90.81,454.05,True,质量问题
ORD00000432,PRD000130,3,323.79,971.3700000000001,True,尺寸不合适
ORD00000433,PRD000080,1,2304.29,2304.29,True,质量问题
ORD00000433,PRD000065,4,91.85,367.4,True,不喜欢
ORD00000433,PRD000149,3,18.73,56.19,True,质量问题
ORD00000434,PRD000005,2,386.1,772.2,False,尺寸不合适
ORD00000434,PRD000009,4,66.5,266.0,False,不喜欢
ORD00000434,PRD000145,3,54.19,162.57,True,不喜欢
ORD00000434,PRD000122,4,114.65,458.6,True,不喜欢
ORD00000434,PRD000143,1,55.16,55.16,True,质量问题
ORD00000435,PRD000014,1,137.73,137.73,False,不喜欢
ORD00000435,PRD000187,2,32.11,64.22,False,质量问题
ORD00000435,PRD000068,4,864.38,3457.52,False,不喜欢
ORD00000435,PRD000056,1,3309.59,3309.59,False,不喜欢
ORD00000436,PRD000189,2,23.62,47.24,False,尺寸不合适
ORD00000437,PRD000004,5,43.92,219.60000000000002,True,不喜欢
ORD00000437,PRD000036,1,39.09,39.09,True,不喜欢
ORD00000437,PRD000065,5,91.85,459.25,False,质量问题
ORD00000437,PRD000114,3,16.28,48.84,False,其他
ORD00000437,PRD000038,5,25.35,126.75,True,不喜欢
ORD00000438,PRD000195,5,60.01,300.05,False,质量问题
ORD00000438,PRD000199,5,179.9,899.5,False,质量问题
ORD00000439,PRD000150,2,91.04,182.08,False,质量问题
ORD00000440,PRD000009,5,66.5,332.5,False,质量问题
ORD00000440,PRD000191,2,123.53,247.06,False,质量问题
ORD00000440,PRD000081,3,23.57,70.71000000000001,False,尺寸不合适
ORD00000441,PRD000027,5,48.45,242.25,True,尺寸不合适
ORD00000442,PRD000185,5,427.11,2135.55,False,尺寸不合适
ORD00000442,PRD000123,4,33.53,134.12,True,尺寸不合适
ORD00000443,PRD000098,1,28.25,28.25,False,不喜欢
ORD00000444,PRD000098,5,28.25,141.25,False,质量问题
ORD00000444,PRD000049,4,98.52,394.08,False,尺寸不合适
ORD00000445,PRD000023,3,58.3,174.89999999999998,True,不喜欢
ORD00000445,PRD000142,4,201.28,805.12,True,质量问题
ORD00000446,PRD000186,3,35.24,105.72,False,不喜欢
ORD00000446,PRD000186,1,35.24,35.24,True,其他
ORD00000446,PRD000035,3,311.41,934.23,False,尺寸不合适
ORD00000446,PRD000077,3,76.19,228.57,False,尺寸不合适
ORD00000446,PRD000136,3,75.12,225.36,True,不喜欢
ORD00000447,PRD000027,4,48.45,193.8,False,质量问题
ORD00000447,PRD000122,2,114.65,229.3,False,尺寸不合适
ORD00000447,PRD000144,4,45.58,182.32,False,不喜欢
ORD00000447,PRD000169,3,150.15,450.45000000000005,False,不喜欢
ORD00000447,PRD000084,5,94.31,471.55,False,质量问题
ORD00000448,PRD000105,1,697.61,697.61,True,质量问题
ORD00000449,PRD000056,1,3309.59,3309.59,True,质量问题
ORD00000449,PRD000006,4,44.65,178.6,True,尺寸不合适
ORD00000449,PRD000057,2,232.45,464.9,False,质量问题
ORD00000450,PRD000123,4,33.53,134.12,False,不喜欢
ORD00000450,PRD000110,4,311.48,1245.92,True,不喜欢
ORD00000450,PRD000167,5,130.0,650.0,False,不喜欢
ORD00000451,PRD000135,1,1324.3,1324.3,True,质量问题
ORD00000451,PRD000121,1,140.94,140.94,False,尺寸不合适
ORD00000452,PRD000022,5,150.94,754.7,True,质量问题
ORD00000452,PRD000020,2,104.7,209.4,False,质量问题
ORD00000452,PRD000028,2,169.83,339.66,True,尺寸不合适
ORD00000452,PRD000062,3,156.35,469.04999999999995,False,其他
ORD00000452,PRD000109,4,920.07,3680.28,False,尺寸不合适
ORD00000453,PRD000138,5,206.57,1032.85,False,尺寸不合适
ORD00000453,PRD000054,5,135.25,676.25,False,尺寸不合适
ORD00000454,PRD000061,4,415.92,1663.68,False,尺寸不合适
ORD00000454,PRD000164,4,149.61,598.44,False,尺寸不合适
ORD00000454,PRD000100,4,17.25,69.0,False,其他
ORD00000455,PRD000027,3,48.45,145.35000000000002,False,不喜欢
ORD00000455,PRD000110,4,311.48,1245.92,False,尺寸不合适
ORD00000456,PRD000200,3,20.26,60.78,False,尺寸不合适
ORD00000456,PRD000181,4,117.31,469.24,False,尺寸不合适
ORD00000456,PRD000194,1,41.47,41.47,False,其他
ORD00000456,PRD000154,1,15.4,15.4,False,尺寸不合适
ORD00000456,PRD000143,5,55.16,275.79999999999995,False,尺寸不合适
ORD00000457,PRD000106,1,139.63,139.63,True,不喜欢
ORD00000457,PRD000033,2,3049.9,6099.8,False,尺寸不合适
ORD00000457,PRD000132,3,22.12,66.36,True,尺寸不合适
ORD00000458,PRD000099,4,44.44,177.76,False,质量问题
ORD00000458,PRD000134,5,47.85,239.25,True,尺寸不合适
ORD00000458,PRD000100,4,17.25,69.0,False,不喜欢
ORD00000458,PRD000015,2,1052.2,2104.4,True,尺寸不合适
ORD00000458,PRD000100,3,17.25,51.75,True,不喜欢
ORD00000459,PRD000013,1,22.73,22.73,True,质量问题
ORD00000459,PRD000010,2,236.62,473.24,True,质量问题
ORD00000460,PRD000164,5,149.61,748.0500000000001,False,质量问题
ORD00000460,PRD000115,5,81.24,406.2,False,不喜欢
ORD00000461,PRD000123,2,33.53,67.06,False,尺寸不合适
ORD00000461,PRD000084,1,94.31,94.31,False,尺寸不合适
ORD00000461,PRD000085,4,206.31,825.24,True,尺寸不合适
ORD00000461,PRD000182,5,64.72,323.6,False,质量问题
ORD00000462,PRD000182,5,64.72,323.6,True,尺寸不合适
ORD00000462,PRD000185,2,427.11,854.22,True,不喜欢
ORD00000462,PRD000031,5,139.58,697.9000000000001,True,尺寸不合适
ORD00000462,PRD000075,3,2153.56,6460.68,False,质量问题
ORD00000462,PRD000049,5,98.52,492.59999999999997,False,尺寸不合适
ORD00000463,PRD000122,1,114.65,114.65,False,尺寸不合适
ORD00000463,PRD000134,5,47.85,239.25,False,质量问题
ORD00000464,PRD000063,5,166.02,830.1,False,质量问题
ORD00000464,PRD000200,1,20.26,20.26,True,质量问题
ORD00000464,PRD000074,5,168.28,841.4,False,质量问题
ORD00000465,PRD000155,1,26.78,26.78,False,不喜欢
ORD00000465,PRD000051,1,278.75,278.75,False,尺寸不合适
ORD00000465,PRD000054,3,135.25,405.75,False,尺寸不合适
ORD00000465,PRD000007,1,224.61,224.61,False,尺寸不合适
ORD00000466,PRD000043,1,145.82,145.82,False,质量问题
ORD00000466,PRD000132,3,22.12,66.36,False,尺寸不合适
ORD00000466,PRD000195,5,60.01,300.05,False,质量问题
ORD00000467,PRD000186,3,35.24,105.72,False,质量问题
ORD00000467,PRD000052,1,52.45,52.45,False,质量问题
ORD00000467,PRD000093,5,91.32,456.59999999999997,False,不喜欢
ORD00000468,PRD000129,3,182.45,547.3499999999999,False,不喜欢
ORD00000468,PRD000047,2,1342.8,2685.6,False,不喜欢
ORD00000468,PRD000059,3,483.38,1450.1399999999999,True,尺寸不合适
ORD00000468,PRD000088,4,94.31,377.24,False,其他
ORD00000469,PRD000062,5,156.35,781.75,False,尺寸不合适
ORD00000469,PRD000195,4,60.01,240.04,True,尺寸不合适
ORD00000469,PRD000189,3,23.62,70.86,True,质量问题
ORD00000469,PRD000017,3,1849.98,5549.9400000000005,True,质量问题
ORD00000470,PRD000057,3,232.45,697.3499999999999,True,其他
ORD00000470,PRD000097,3,74.34,223.02,False,尺寸不合适
ORD00000470,PRD000089,4,131.26,525.04,True,尺寸不合适
ORD00000470,PRD000016,2,33.17,66.34,True,不喜欢
ORD00000470,PRD000060,3,2837.29,8511.869999999999,False,不喜欢
ORD00000471,PRD000168,4,111.88,447.52,False,不喜欢
ORD00000472,PRD000057,4,232.45,929.8,True,质量问题
ORD00000472,PRD000040,2,11.49,22.98,True,尺寸不合适
ORD00000472,PRD000173,2,4433.55,8867.1,True,不喜欢
ORD00000472,PRD000172,5,56.68,283.4,False,尺寸不合适
ORD00000473,PRD000194,2,41.47,82.94,False,不喜欢
ORD00000473,PRD000054,4,135.25,541.0,True,质量问题
ORD00000473,PRD000142,3,201.28,603.84,False,尺寸不合适
ORD00000473,PRD000100,5,17.25,86.25,False,尺寸不合适
ORD00000474,PRD000122,1,114.65,114.65,False,尺寸不合适
ORD00000475,PRD000006,1,44.65,44.65,False,尺寸不合适
ORD00000476,PRD000139,5,467.89,2339.45,False,不喜欢
ORD00000476,PRD000187,1,32.11,32.11,False,质量问题
ORD00000476,PRD000094,3,10.95,32.849999999999994,True,尺寸不合适
ORD00000476,PRD000176,4,26.1,104.4,True,质量问题
ORD00000477,PRD000154,4,15.4,61.6,False,尺寸不合适
ORD00000477,PRD000034,2,266.68,533.36,False,尺寸不合适
ORD00000477,PRD000152,5,3967.02,19835.1,False,不喜欢
ORD00000477,PRD000114,2,16.28,32.56,False,尺寸不合适
ORD00000477,PRD000048,1,233.84,233.84,False,不喜欢
ORD00000478,PRD000076,3,65.41,196.23,False,质量问题
ORD00000479,PRD000125,2,68.29,136.58,False,尺寸不合适
ORD00000479,PRD000070,4,176.38,705.52,False,不喜欢
